scode,year,pooled_score,same_year_score,pooled_grade,same_year_grade,abs_difference
300632,2018,0.515,0.533,蓄力,蓄力,0.018000000000000016
300632,2019,0.537,0.548,蓄力,蓄力,0.01100000000000001
300632,2020,0.632,0.633,蓄力,蓄力,0.0010000000000000009
300632,2021,0.606,0.612,蓄力,蓄力,0.006000000000000005
300632,2022,0.594,0.59,蓄力,蓄力,0.0040000000000000036
300632,2023,0.613,0.578,蓄力,蓄力,0.03500000000000003
300660,2018,0.606,0.635,蓄力,蓄力,0.029000000000000026
300660,2019,0.638,0.644,蓄力,蓄力,0.006000000000000005
300660,2020,0.673,0.673,蓄力,蓄力,0.0
300660,2021,0.658,0.664,蓄力,蓄力,0.006000000000000005
300660,2022,0.678,0.669,蓄力,蓄力,0.009000000000000008
300660,2023,0.706,0.7,就绪,就绪,0.006000000000000005
300670,2018,0.448,0.473,蓄力,蓄力,0.024999999999999967
300670,2019,0.434,0.442,蓄力,蓄力,0.008000000000000007
300670,2020,0.488,0.477,蓄力,蓄力,0.01100000000000001
300670,2021,0.49,0.496,蓄力,蓄力,0.006000000000000005
300670,2022,0.327,0.321,薄弱,薄弱,0.006000000000000005
300670,2023,0.303,0.293,薄弱,薄弱,0.010000000000000009
300693,2018,0.6,0.618,蓄力,蓄力,0.018000000000000016
300693,2019,0.584,0.596,蓄力,蓄力,0.01200000000000001
300693,2020,0.622,0.621,蓄力,蓄力,0.0010000000000000009
300693,2021,0.625,0.629,蓄力,蓄力,0.0040000000000000036
300693,2022,0.645,0.637,蓄力,蓄力,0.008000000000000007
300693,2023,0.682,0.672,蓄力,蓄力,0.010000000000000009
300713,2018,0.482,0.491,蓄力,蓄力,0.009000000000000008
300713,2019,0.466,0.46,蓄力,蓄力,0.006000000000000005
300713,2020,0.511,0.499,蓄力,蓄力,0.01200000000000001
300713,2021,0.459,0.477,蓄力,蓄力,0.01799999999999996
300713,2022,0.413,0.413,蓄力,蓄力,0.0
300713,2023,0.437,0.434,蓄力,蓄力,0.0030000000000000027
300750,2018,0.711,0.725,就绪,就绪,0.014000000000000012
300750,2019,0.697,0.692,蓄力,蓄力,0.0050000000000000044
300750,2020,0.713,0.699,就绪,蓄力,0.014000000000000012
300750,2021,0.609,0.61,蓄力,蓄力,0.0010000000000000009
300750,2022,0.643,0.645,蓄力,蓄力,0.0020000000000000018
300750,2023,0.643,0.644,蓄力,蓄力,0.0010000000000000009
300763,2019,0.545,0.565,蓄力,蓄力,0.019999999999999907
300763,2020,0.647,0.654,蓄力,蓄力,0.007000000000000006
300763,2021,0.549,0.56,蓄力,蓄力,0.01100000000000001
300763,2022,0.549,0.552,蓄力,蓄力,0.0030000000000000027
300763,2023,0.545,0.534,蓄力,蓄力,0.01100000000000001
300808,2019,0.506,0.527,蓄力,蓄力,0.02100000000000002
300808,2020,0.475,0.478,蓄力,蓄力,0.0030000000000000027
300808,2021,0.393,0.406,薄弱,蓄力,0.013000000000000012
300808,2022,0.386,0.384,薄弱,薄弱,0.0020000000000000018
300808,2023,0.463,0.442,蓄力,蓄力,0.02100000000000002
300820,2019,0.545,0.543,蓄力,蓄力,0.0020000000000000018
300820,2020,0.552,0.543,蓄力,蓄力,0.009000000000000008
300820,2021,0.522,0.535,蓄力,蓄力,0.013000000000000012
300820,2022,0.555,0.56,蓄力,蓄力,0.0050000000000000044
300820,2023,0.573,0.566,蓄力,蓄力,0.007000000000000006
300824,2020,0.606,0.607,蓄力,蓄力,0.0010000000000000009
300824,2021,0.61,0.616,蓄力,蓄力,0.006000000000000005
300824,2022,0.554,0.553,蓄力,蓄力,0.0010000000000000009
300824,2023,0.651,0.645,蓄力,蓄力,0.006000000000000005
300827,2020,0.496,0.491,蓄力,蓄力,0.0050000000000000044
300827,2021,0.511,0.52,蓄力,蓄力,0.009000000000000008
300827,2022,0.505,0.494,蓄力,蓄力,0.01100000000000001
300827,2023,0.584,0.57,蓄力,蓄力,0.014000000000000012
300833,2020,0.649,0.641,蓄力,蓄力,0.008000000000000007
300833,2021,0.658,0.661,蓄力,蓄力,0.0030000000000000027
300833,2022,0.702,0.69,就绪,蓄力,0.01200000000000001
300833,2023,0.712,0.685,就绪,蓄力,0.026999999999999913
300889,2020,0.564,0.557,蓄力,蓄力,0.006999999999999895
300889,2021,0.554,0.564,蓄力,蓄力,0.009999999999999898
300889,2022,0.573,0.561,蓄力,蓄力,0.0119999999999999
300889,2023,0.529,0.493,蓄力,蓄力,0.03600000000000003
300894,2020,0.61,0.611,蓄力,蓄力,0.0010000000000000009
300894,2021,0.523,0.529,蓄力,蓄力,0.006000000000000005
300894,2022,0.526,0.53,蓄力,蓄力,0.0040000000000000036
300894,2023,0.506,0.51,蓄力,蓄力,0.0040000000000000036
300907,2020,0.493,0.485,蓄力,蓄力,0.008000000000000007
300907,2021,0.38,0.388,薄弱,薄弱,0.008000000000000007
300907,2022,0.431,0.419,蓄力,蓄力,0.01200000000000001
300907,2023,0.471,0.444,蓄力,蓄力,0.02699999999999997
300911,2020,0.594,0.597,蓄力,蓄力,0.0030000000000000027
300911,2021,0.546,0.556,蓄力,蓄力,0.010000000000000009
300911,2022,0.622,0.618,蓄力,蓄力,0.0040000000000000036
300911,2023,0.599,0.588,蓄力,蓄力,0.01100000000000001
300913,2020,0.476,0.462,蓄力,蓄力,0.013999999999999957
300913,2021,0.506,0.519,蓄力,蓄力,0.013000000000000012
300913,2022,0.544,0.541,蓄力,蓄力,0.0030000000000000027
300913,2023,0.614,0.601,蓄力,蓄力,0.013000000000000012
300932,2020,0.569,0.572,蓄力,蓄力,0.0030000000000000027
300932,2021,0.584,0.585,蓄力,蓄力,0.0010000000000000009
300932,2022,0.565,0.559,蓄力,蓄力,0.005999999999999894
300932,2023,0.559,0.527,蓄力,蓄力,0.03200000000000003
300933,2020,0.403,0.393,蓄力,薄弱,0.010000000000000009
300933,2021,0.391,0.394,薄弱,薄弱,0.0030000000000000027
300933,2022,0.398,0.391,薄弱,薄弱,0.007000000000000006
300933,2023,0.394,0.386,薄弱,薄弱,0.008000000000000007
301008,2021,0.437,0.441,蓄力,蓄力,0.0040000000000000036
301008,2022,0.43,0.425,蓄力,蓄力,0.0050000000000000044
301008,2023,0.415,0.398,蓄力,薄弱,0.01699999999999996
301012,2021,0.432,0.439,蓄力,蓄力,0.007000000000000006
301012,2022,0.461,0.458,蓄力,蓄力,0.0030000000000000027
301012,2023,0.374,0.357,薄弱,薄弱,0.017000000000000015
301031,2021,0.551,0.56,蓄力,蓄力,0.009000000000000008
301031,2022,0.588,0.582,蓄力,蓄力,0.006000000000000005
301031,2023,0.637,0.637,蓄力,蓄力,0.0
301082,2021,0.356,0.356,薄弱,薄弱,0.0
301082,2022,0.329,0.328,薄弱,薄弱,0.0010000000000000009
301082,2023,0.298,0.285,薄弱,薄弱,0.013000000000000012
301120,2022,0.54,0.54,蓄力,蓄力,0.0
301120,2023,0.531,0.517,蓄力,蓄力,0.014000000000000012
301121,2022,0.494,0.488,蓄力,蓄力,0.006000000000000005
301121,2023,0.534,0.51,蓄力,蓄力,0.02400000000000002
301155,2021,0.557,0.568,蓄力,蓄力,0.010999999999999899
301155,2022,0.456,0.456,蓄力,蓄力,0.0
301155,2023,0.402,0.391,蓄力,薄弱,0.01100000000000001
301168,2021,0.429,0.432,蓄力,蓄力,0.0030000000000000027
301168,2022,0.461,0.459,蓄力,蓄力,0.0020000000000000018
301168,2023,0.554,0.53,蓄力,蓄力,0.02400000000000002
301187,2022,0.616,0.602,蓄力,蓄力,0.014000000000000012
301187,2023,0.646,0.635,蓄力,蓄力,0.01100000000000001
301210,2023,0.493,0.469,蓄力,蓄力,0.02400000000000002
301222,2021,0.545,0.552,蓄力,蓄力,0.007000000000000006
301222,2022,0.557,0.55,蓄力,蓄力,0.007000000000000006
301222,2023,0.594,0.576,蓄力,蓄力,0.018000000000000016
301226,2021,0.519,0.53,蓄力,蓄力,0.01100000000000001
301226,2022,0.538,0.529,蓄力,蓄力,0.009000000000000008
301226,2023,0.518,0.488,蓄力,蓄力,0.030000000000000027
301266,2022,0.409,0.405,蓄力,蓄力,0.003999999999999948
301266,2023,0.399,0.4,薄弱,蓄力,0.0010000000000000009
301278,2022,0.515,0.506,蓄力,蓄力,0.009000000000000008
301278,2023,0.587,0.559,蓄力,蓄力,0.027999999999999914
301291,2023,0.495,0.501,蓄力,蓄力,0.006000000000000005
301295,2023,0.474,0.458,蓄力,蓄力,0.01599999999999996
301320,2023,0.595,0.576,蓄力,蓄力,0.019000000000000017
301327,2022,0.735,0.73,就绪,就绪,0.0050000000000000044
301327,2023,0.729,0.709,就绪,就绪,0.020000000000000018
301332,2023,0.626,0.609,蓄力,蓄力,0.017000000000000015
301359,2022,0.566,0.569,蓄力,蓄力,0.0030000000000000027
301359,2023,0.556,0.553,蓄力,蓄力,0.0030000000000000027
301361,2022,0.676,0.675,蓄力,蓄力,0.0010000000000000009
301361,2023,0.687,0.695,蓄力,蓄力,0.007999999999999896
301362,2023,0.729,0.711,就绪,就绪,0.018000000000000016
301386,2022,0.502,0.502,蓄力,蓄力,0.0
301386,2023,0.494,0.483,蓄力,蓄力,0.01100000000000001
301388,2022,0.544,0.544,蓄力,蓄力,0.0
301388,2023,0.53,0.516,蓄力,蓄力,0.014000000000000012
301418,2023,0.506,0.493,蓄力,蓄力,0.013000000000000012
301439,2022,0.572,0.566,蓄力,蓄力,0.006000000000000005
301439,2023,0.685,0.669,蓄力,蓄力,0.016000000000000014
301502,2023,0.463,0.455,蓄力,蓄力,0.008000000000000007
301525,2023,0.621,0.595,蓄力,蓄力,0.026000000000000023
600067,2018,0.57,0.587,蓄力,蓄力,0.017000000000000015
600067,2019,0.543,0.551,蓄力,蓄力,0.008000000000000007
600067,2020,0.541,0.54,蓄力,蓄力,0.0010000000000000009
600067,2021,0.463,0.467,蓄力,蓄力,0.0040000000000000036
600067,2022,0.472,0.469,蓄力,蓄力,0.0030000000000000027
600067,2023,0.477,0.473,蓄力,蓄力,0.0040000000000000036
600089,2018,0.552,0.579,蓄力,蓄力,0.026999999999999913
600089,2019,0.568,0.578,蓄力,蓄力,0.010000000000000009
600089,2020,0.588,0.585,蓄力,蓄力,0.0030000000000000027
600089,2021,0.666,0.66,蓄力,蓄力,0.006000000000000005
600089,2022,0.684,0.678,蓄力,蓄力,0.006000000000000005
600089,2023,0.658,0.669,蓄力,蓄力,0.01100000000000001
600105,2018,0.573,0.595,蓄力,蓄力,0.02200000000000002
600105,2019,0.552,0.557,蓄力,蓄力,0.0050000000000000044
600105,2020,0.502,0.499,蓄力,蓄力,0.0030000000000000027
600105,2021,0.539,0.538,蓄力,蓄力,0.0010000000000000009
600105,2022,0.567,0.566,蓄力,蓄力,0.0010000000000000009
600105,2023,0.518,0.499,蓄力,蓄力,0.019000000000000017
600151,2018,0.63,0.647,蓄力,蓄力,0.017000000000000015
600151,2019,0.582,0.586,蓄力,蓄力,0.0040000000000000036
600151,2020,0.591,0.588,蓄力,蓄力,0.0030000000000000027
600151,2021,0.566,0.573,蓄力,蓄力,0.007000000000000006
600151,2022,0.545,0.546,蓄力,蓄力,0.0010000000000000009
600151,2023,0.501,0.5,蓄力,蓄力,0.0010000000000000009
600152,2018,0.434,0.454,蓄力,蓄力,0.020000000000000018
600152,2019,0.403,0.418,蓄力,蓄力,0.014999999999999958
600152,2020,0.446,0.447,蓄力,蓄力,0.0010000000000000009
600152,2021,0.454,0.457,蓄力,蓄力,0.0030000000000000027
600152,2022,0.407,0.399,蓄力,薄弱,0.007999999999999952
600152,2023,0.47,0.444,蓄力,蓄力,0.025999999999999968
600192,2018,0.389,0.406,薄弱,蓄力,0.017000000000000015
600192,2019,0.383,0.391,薄弱,薄弱,0.008000000000000007
600192,2020,0.378,0.372,薄弱,薄弱,0.006000000000000005
600192,2021,0.379,0.393,薄弱,薄弱,0.014000000000000012
600192,2022,0.394,0.392,薄弱,薄弱,0.0020000000000000018
600192,2023,0.379,0.364,薄弱,薄弱,0.015000000000000013
600212,2018,0.314,0.322,薄弱,薄弱,0.008000000000000007
600212,2019,0.298,0.299,薄弱,薄弱,0.0010000000000000009
600212,2020,0.449,0.433,蓄力,蓄力,0.016000000000000014
600212,2021,0.289,0.301,薄弱,薄弱,0.01200000000000001
600212,2022,0.241,0.243,薄弱,薄弱,0.0020000000000000018
600212,2023,0.362,0.353,薄弱,薄弱,0.009000000000000008
600241,2018,0.452,0.482,蓄力,蓄力,0.02999999999999997
600241,2019,0.482,0.498,蓄力,蓄力,0.016000000000000014
600241,2020,0.39,0.383,薄弱,薄弱,0.007000000000000006
600241,2021,0.358,0.372,薄弱,薄弱,0.014000000000000012
600241,2022,0.43,0.427,蓄力,蓄力,0.0030000000000000027
600241,2023,0.501,0.489,蓄力,蓄力,0.01200000000000001
600261,2018,0.631,0.642,蓄力,蓄力,0.01100000000000001
600261,2019,0.679,0.671,蓄力,蓄力,0.008000000000000007
600261,2020,0.692,0.685,蓄力,蓄力,0.006999999999999895
600261,2021,0.671,0.669,蓄力,蓄力,0.0020000000000000018
600261,2022,0.566,0.556,蓄力,蓄力,0.009999999999999898
600261,2023,0.665,0.659,蓄力,蓄力,0.006000000000000005
600268,2018,0.426,0.441,蓄力,蓄力,0.015000000000000013
600268,2019,0.443,0.445,蓄力,蓄力,0.0020000000000000018
600268,2020,0.47,0.461,蓄力,蓄力,0.008999999999999952
600268,2021,0.494,0.502,蓄力,蓄力,0.008000000000000007
600268,2022,0.487,0.487,蓄力,蓄力,0.0
600268,2023,0.503,0.502,蓄力,蓄力,0.0010000000000000009
600312,2018,0.387,0.405,薄弱,蓄力,0.018000000000000016
600312,2019,0.397,0.407,薄弱,蓄力,0.009999999999999953
600312,2020,0.404,0.4,蓄力,蓄力,0.0040000000000000036
600312,2021,0.44,0.447,蓄力,蓄力,0.007000000000000006
600312,2022,0.513,0.505,蓄力,蓄力,0.008000000000000007
600312,2023,0.566,0.543,蓄力,蓄力,0.02299999999999991
600336,2018,0.444,0.471,蓄力,蓄力,0.02699999999999997
600336,2019,0.481,0.486,蓄力,蓄力,0.0050000000000000044
600336,2020,0.532,0.519,蓄力,蓄力,0.013000000000000012
600336,2021,0.496,0.494,蓄力,蓄力,0.0020000000000000018
600336,2022,0.496,0.491,蓄力,蓄力,0.0050000000000000044
600336,2023,0.484,0.466,蓄力,蓄力,0.01799999999999996
600379,2018,0.416,0.431,蓄力,蓄力,0.015000000000000013
600379,2019,0.441,0.443,蓄力,蓄力,0.0020000000000000018
600379,2020,0.411,0.394,蓄力,薄弱,0.01699999999999996
600379,2021,0.383,0.386,薄弱,薄弱,0.0030000000000000027
600379,2022,0.358,0.356,薄弱,薄弱,0.0020000000000000018
600379,2023,0.399,0.395,薄弱,薄弱,0.0040000000000000036
600416,2018,0.398,0.429,薄弱,蓄力,0.030999999999999972
600416,2019,0.408,0.42,蓄力,蓄力,0.01200000000000001
600416,2020,0.425,0.424,蓄力,蓄力,0.0010000000000000009
600416,2021,0.43,0.445,蓄力,蓄力,0.015000000000000013
600416,2022,0.503,0.495,蓄力,蓄力,0.008000000000000007
600416,2023,0.538,0.513,蓄力,蓄力,0.025000000000000022
600438,2018,0.543,0.572,蓄力,蓄力,0.028999999999999915
600438,2019,0.543,0.553,蓄力,蓄力,0.010000000000000009
600438,2020,0.575,0.561,蓄力,蓄力,0.013999999999999901
600438,2021,0.621,0.624,蓄力,蓄力,0.0030000000000000027
600438,2022,0.622,0.626,蓄力,蓄力,0.0040000000000000036
600438,2023,0.585,0.581,蓄力,蓄力,0.0040000000000000036
600468,2018,0.476,0.488,蓄力,蓄力,0.01200000000000001
600468,2019,0.438,0.442,蓄力,蓄力,0.0040000000000000036
600468,2020,0.469,0.459,蓄力,蓄力,0.009999999999999953
600468,2021,0.481,0.492,蓄力,蓄力,0.01100000000000001
600468,2022,0.509,0.511,蓄力,蓄力,0.0020000000000000018
600468,2023,0.521,0.506,蓄力,蓄力,0.015000000000000013
600478,2018,0.439,0.452,蓄力,蓄力,0.013000000000000012
600478,2019,0.426,0.436,蓄力,蓄力,0.010000000000000009
600478,2020,0.445,0.438,蓄力,蓄力,0.007000000000000006
600478,2021,0.421,0.428,蓄力,蓄力,0.007000000000000006
600478,2022,0.442,0.438,蓄力,蓄力,0.0040000000000000036
600478,2023,0.376,0.364,薄弱,薄弱,0.01200000000000001
600487,2018,0.646,0.658,蓄力,蓄力,0.01200000000000001
600487,2019,0.528,0.544,蓄力,蓄力,0.016000000000000014
600487,2020,0.659,0.653,蓄力,蓄力,0.006000000000000005
600487,2021,0.668,0.663,蓄力,蓄力,0.0050000000000000044
600487,2022,0.657,0.657,蓄力,蓄力,0.0
600487,2023,0.68,0.681,蓄力,蓄力,0.0010000000000000009
600522,2018,0.709,0.725,就绪,就绪,0.016000000000000014
600522,2019,0.659,0.659,蓄力,蓄力,0.0
600522,2020,0.669,0.652,蓄力,蓄力,0.017000000000000015
600522,2021,0.62,0.629,蓄力,蓄力,0.009000000000000008
600522,2022,0.763,0.755,就绪,就绪,0.008000000000000007
600522,2023,0.762,0.759,就绪,就绪,0.0030000000000000027
600525,2018,0.612,0.62,蓄力,蓄力,0.008000000000000007
600525,2019,0.61,0.613,蓄力,蓄力,0.0030000000000000027
600525,2020,0.637,0.631,蓄力,蓄力,0.006000000000000005
600525,2021,0.591,0.588,蓄力,蓄力,0.0030000000000000027
600525,2022,0.75,0.754,就绪,就绪,0.0040000000000000036
600525,2023,0.633,0.633,蓄力,蓄力,0.0
600537,2018,0.43,0.454,蓄力,蓄力,0.02400000000000002
600537,2019,0.389,0.403,薄弱,蓄力,0.014000000000000012
600537,2020,0.332,0.328,薄弱,薄弱,0.0040000000000000036
600537,2021,0.357,0.36,薄弱,薄弱,0.0030000000000000027
600537,2022,0.36,0.35,薄弱,薄弱,0.010000000000000009
600537,2023,0.338,0.317,薄弱,薄弱,0.02100000000000002
600550,2018,0.366,0.393,薄弱,薄弱,0.027000000000000024
600550,2019,0.362,0.378,薄弱,薄弱,0.016000000000000014
600550,2020,0.327,0.326,薄弱,薄弱,0.0010000000000000009
600550,2021,0.395,0.406,薄弱,蓄力,0.01100000000000001
600550,2022,0.439,0.429,蓄力,蓄力,0.010000000000000009
600550,2023,0.348,0.327,薄弱,薄弱,0.020999999999999963
600577,2018,0.613,0.628,蓄力,蓄力,0.015000000000000013
600577,2019,0.612,0.617,蓄力,蓄力,0.0050000000000000044
600577,2020,0.532,0.521,蓄力,蓄力,0.01100000000000001
600577,2021,0.545,0.545,蓄力,蓄力,0.0
600577,2022,0.519,0.519,蓄力,蓄力,0.0
600577,2023,0.511,0.494,蓄力,蓄力,0.017000000000000015
600580,2018,0.601,0.622,蓄力,蓄力,0.02100000000000002
600580,2019,0.648,0.65,蓄力,蓄力,0.0020000000000000018
600580,2020,0.649,0.635,蓄力,蓄力,0.014000000000000012
600580,2021,0.683,0.682,蓄力,蓄力,0.0010000000000000009
600580,2022,0.676,0.67,蓄力,蓄力,0.006000000000000005
600580,2023,0.643,0.64,蓄力,蓄力,0.0030000000000000027
600590,2018,0.509,0.539,蓄力,蓄力,0.030000000000000027
600590,2019,0.525,0.538,蓄力,蓄力,0.013000000000000012
600590,2020,0.492,0.492,蓄力,蓄力,0.0
600590,2021,0.576,0.586,蓄力,蓄力,0.010000000000000009
600590,2022,0.563,0.557,蓄力,蓄力,0.005999999999999894
600590,2023,0.591,0.58,蓄力,蓄力,0.01100000000000001
600651,2018,0.516,0.538,蓄力,蓄力,0.02200000000000002
600651,2019,0.48,0.492,蓄力,蓄力,0.01200000000000001
600651,2020,0.641,0.638,蓄力,蓄力,0.0030000000000000027
600651,2021,0.529,0.529,蓄力,蓄力,0.0
600651,2022,0.633,0.632,蓄力,蓄力,0.0010000000000000009
600651,2023,0.506,0.499,蓄力,蓄力,0.007000000000000006
600690,2018,0.619,0.634,蓄力,蓄力,0.015000000000000013
600690,2019,0.566,0.557,蓄力,蓄力,0.008999999999999897
600690,2020,0.622,0.609,蓄力,蓄力,0.013000000000000012
600690,2021,0.594,0.594,蓄力,蓄力,0.0
600690,2022,0.679,0.675,蓄力,蓄力,0.0040000000000000036
600690,2023,0.687,0.694,蓄力,蓄力,0.006999999999999895
600732,2018,0.401,0.411,蓄力,蓄力,0.009999999999999953
600732,2019,0.431,0.43,蓄力,蓄力,0.0010000000000000009
600732,2020,0.557,0.549,蓄力,蓄力,0.008000000000000007
600732,2021,0.423,0.437,蓄力,蓄力,0.014000000000000012
600732,2022,0.568,0.565,蓄力,蓄力,0.0030000000000000027
600732,2023,0.561,0.551,蓄力,蓄力,0.010000000000000009
600847,2018,0.337,0.346,薄弱,薄弱,0.008999999999999952
600847,2019,0.38,0.378,薄弱,薄弱,0.0020000000000000018
600847,2020,0.37,0.36,薄弱,薄弱,0.010000000000000009
600847,2021,0.358,0.368,薄弱,薄弱,0.010000000000000009
600847,2022,0.354,0.353,薄弱,薄弱,0.0010000000000000009
600847,2023,0.351,0.346,薄弱,薄弱,0.0050000000000000044
600854,2018,0.394,0.405,薄弱,蓄力,0.01100000000000001
600854,2019,0.383,0.388,薄弱,薄弱,0.0050000000000000044
600854,2020,0.411,0.412,蓄力,蓄力,0.0010000000000000009
600854,2021,0.418,0.423,蓄力,蓄力,0.0050000000000000044
600854,2022,0.493,0.493,蓄力,蓄力,0.0
600854,2023,0.505,0.503,蓄力,蓄力,0.0020000000000000018
600869,2018,0.437,0.458,蓄力,蓄力,0.02100000000000002
600869,2019,0.441,0.45,蓄力,蓄力,0.009000000000000008
600869,2020,0.419,0.423,蓄力,蓄力,0.0040000000000000036
600869,2021,0.499,0.494,蓄力,蓄力,0.0050000000000000044
600869,2022,0.523,0.517,蓄力,蓄力,0.006000000000000005
600869,2023,0.52,0.502,蓄力,蓄力,0.018000000000000016
600885,2018,0.801,0.808,就绪,就绪,0.007000000000000006
600885,2019,0.797,0.798,就绪,就绪,0.0010000000000000009
600885,2020,0.788,0.794,就绪,就绪,0.006000000000000005
600885,2021,0.807,0.812,就绪,就绪,0.0050000000000000044
600885,2022,0.816,0.815,就绪,就绪,0.0010000000000000009
600885,2023,0.823,0.809,就绪,就绪,0.013999999999999901
600973,2018,0.427,0.448,蓄力,蓄力,0.02100000000000002
600973,2019,0.434,0.448,蓄力,蓄力,0.014000000000000012
600973,2020,0.441,0.443,蓄力,蓄力,0.0020000000000000018
600973,2021,0.411,0.419,蓄力,蓄力,0.008000000000000007
600973,2022,0.422,0.418,蓄力,蓄力,0.0040000000000000036
600973,2023,0.42,0.4,蓄力,蓄力,0.019999999999999962
600983,2018,0.456,0.482,蓄力,蓄力,0.025999999999999968
600983,2019,0.397,0.408,薄弱,蓄力,0.010999999999999954
600983,2020,0.397,0.389,薄弱,薄弱,0.008000000000000007
600983,2021,0.357,0.358,薄弱,薄弱,0.0010000000000000009
600983,2022,0.396,0.392,薄弱,薄弱,0.0040000000000000036
600983,2023,0.436,0.407,蓄力,蓄力,0.029000000000000026
601012,2018,0.642,0.654,蓄力,蓄力,0.01200000000000001
601012,2019,0.671,0.672,蓄力,蓄力,0.0010000000000000009
601012,2020,0.675,0.67,蓄力,蓄力,0.0050000000000000044
601012,2021,0.702,0.701,就绪,就绪,0.0010000000000000009
601012,2022,0.687,0.686,蓄力,蓄力,0.0010000000000000009
601012,2023,0.66,0.678,蓄力,蓄力,0.018000000000000016
601126,2018,0.715,0.738,就绪,就绪,0.02300000000000002
601126,2019,0.707,0.72,就绪,就绪,0.013000000000000012
601126,2020,0.717,0.705,就绪,就绪,0.01200000000000001
601126,2021,0.72,0.723,就绪,就绪,0.0030000000000000027
601126,2022,0.704,0.702,就绪,就绪,0.0020000000000000018
601126,2023,0.708,0.703,就绪,就绪,0.0050000000000000044
601179,2018,0.576,0.604,蓄力,蓄力,0.028000000000000025
601179,2019,0.578,0.586,蓄力,蓄力,0.008000000000000007
601179,2020,0.566,0.562,蓄力,蓄力,0.0039999999999998925
601179,2021,0.624,0.633,蓄力,蓄力,0.009000000000000008
601179,2022,0.578,0.572,蓄力,蓄力,0.006000000000000005
601179,2023,0.592,0.578,蓄力,蓄力,0.014000000000000012
601222,2018,0.59,0.608,蓄力,蓄力,0.018000000000000016
601222,2019,0.694,0.707,蓄力,就绪,0.013000000000000012
601222,2020,0.546,0.53,蓄力,蓄力,0.016000000000000014
601222,2021,0.633,0.628,蓄力,蓄力,0.0050000000000000044
601222,2022,0.659,0.657,蓄力,蓄力,0.0020000000000000018
601222,2023,0.657,0.64,蓄力,蓄力,0.017000000000000015
601311,2018,0.609,0.639,蓄力,蓄力,0.030000000000000027
601311,2019,0.636,0.646,蓄力,蓄力,0.010000000000000009
601311,2020,0.671,0.667,蓄力,蓄力,0.0040000000000000036
601311,2021,0.705,0.706,就绪,就绪,0.0010000000000000009
601311,2022,0.664,0.66,蓄力,蓄力,0.0040000000000000036
601311,2023,0.692,0.68,蓄力,蓄力,0.0119999999999999
601616,2018,0.605,0.642,蓄力,蓄力,0.03700000000000003
601616,2019,0.574,0.574,蓄力,蓄力,0.0
601616,2020,0.548,0.548,蓄力,蓄力,0.0
601616,2021,0.559,0.563,蓄力,蓄力,0.0039999999999998925
601616,2022,0.628,0.621,蓄力,蓄力,0.007000000000000006
601616,2023,0.597,0.561,蓄力,蓄力,0.03599999999999992
601877,2018,0.663,0.686,蓄力,蓄力,0.02300000000000002
601877,2019,0.642,0.646,蓄力,蓄力,0.0040000000000000036
601877,2020,0.64,0.638,蓄力,蓄力,0.0020000000000000018
601877,2021,0.567,0.564,蓄力,蓄力,0.0030000000000000027
601877,2022,0.55,0.549,蓄力,蓄力,0.0010000000000000009
601877,2023,0.519,0.513,蓄力,蓄力,0.006000000000000005
601908,2018,0.456,0.478,蓄力,蓄力,0.021999999999999964
601908,2019,0.479,0.493,蓄力,蓄力,0.014000000000000012
601908,2020,0.521,0.519,蓄力,蓄力,0.0020000000000000018
601908,2021,0.574,0.572,蓄力,蓄力,0.0020000000000000018
601908,2022,0.493,0.49,蓄力,蓄力,0.0030000000000000027
601908,2023,0.451,0.438,蓄力,蓄力,0.013000000000000012
603016,2018,0.613,0.633,蓄力,蓄力,0.020000000000000018
603016,2019,0.568,0.563,蓄力,蓄力,0.0050000000000000044
603016,2020,0.535,0.52,蓄力,蓄力,0.015000000000000013
603016,2021,0.506,0.517,蓄力,蓄力,0.01100000000000001
603016,2022,0.505,0.503,蓄力,蓄力,0.0020000000000000018
603016,2023,0.507,0.504,蓄力,蓄力,0.0030000000000000027
603031,2018,0.308,0.32,薄弱,薄弱,0.01200000000000001
603031,2019,0.318,0.319,薄弱,薄弱,0.0010000000000000009
603031,2020,0.307,0.299,薄弱,薄弱,0.008000000000000007
603031,2021,0.359,0.373,薄弱,薄弱,0.014000000000000012
603031,2022,0.532,0.532,蓄力,蓄力,0.0
603031,2023,0.58,0.573,蓄力,蓄力,0.007000000000000006
603045,2018,0.381,0.414,薄弱,蓄力,0.032999999999999974
603045,2019,0.389,0.39,薄弱,薄弱,0.0010000000000000009
603045,2020,0.357,0.355,薄弱,薄弱,0.0020000000000000018
603045,2021,0.356,0.356,薄弱,薄弱,0.0
603045,2022,0.354,0.339,薄弱,薄弱,0.014999999999999958
603045,2023,0.371,0.342,薄弱,薄弱,0.02899999999999997
603050,2018,0.551,0.577,蓄力,蓄力,0.025999999999999912
603050,2019,0.528,0.554,蓄力,蓄力,0.026000000000000023
603050,2020,0.502,0.499,蓄力,蓄力,0.0030000000000000027
603050,2021,0.498,0.507,蓄力,蓄力,0.009000000000000008
603050,2022,0.483,0.472,蓄力,蓄力,0.01100000000000001
603050,2023,0.545,0.525,蓄力,蓄力,0.020000000000000018
603063,2018,0.578,0.591,蓄力,蓄力,0.013000000000000012
